images,nique,brisque,ilniqe,nrqm,nima,pi,paq2piq,musiq-ava,musiq-koniq,dbcnn
img1.jpg_0_0.jpg,3.7729223200366184,7.71307373046875,36.84003221750912,8.297507286071777,4.786442279815674,3.1428924254268895,76.29253387451172,4.880435943603516,66.38058471679688,61.881568908691406
img1.jpg_0_1.jpg,2.0286492541041077,17.38690185546875,23.632837011985046,9.131515502929688,4.349234580993652,1.489112372165143,72.0607681274414,4.377872943878174,62.86637496948242,50.13566207885742
img1.jpg_0_10.jpg,2.5878002418822073,16.66668701171875,27.504954566361278,8.94438362121582,4.700758934020996,2.24430415277927,74.37487030029297,5.0849289894104,67.8310317993164,65.24292755126953
img1.jpg_0_11.jpg,3.282063929995875,9.66766357421875,33.23317787086782,8.449796676635742,4.898348808288574,2.856290922886913,73.68912506103516,5.20908260345459,72.95156860351562,62.95637130737305
img1.jpg_0_12.jpg,1.982321851467911,17.90838623046875,19.082872420659086,8.992703437805176,4.269237518310547,1.5820665358755606,70.44170379638672,4.605556488037109,65.69110107421875,59.628273010253906
img1.jpg_0_13.jpg,2.8169461565927425,-0.42803955078125,24.382092427426358,8.91201400756836,4.803110599517822,2.2070069728705004,74.81310272216797,5.440264701843262,68.04167938232422,60.37261962890625
img1.jpg_0_14.jpg,2.9150169751707558,8.41033935546875,34.000418382920316,8.134207725524902,4.453588008880615,2.9372974693261007,74.15206909179688,5.094615936279297,70.31590270996094,58.607215881347656
img1.jpg_0_15.jpg,2.568662680509526,8.65545654296875,25.508052960720875,8.833015441894531,4.378205299377441,2.4548361144922763,74.15751647949219,5.197620868682861,73.56275177001953,59.23983383178711
img1.jpg_0_16.jpg,2.6680770756174224,0.42645263671875,27.650051998652867,8.997146606445312,4.525949954986572,1.9649998034701837,73.80819702148438,5.155485153198242,68.88094329833984,57.604461669921875
img1.jpg_0_17.jpg,1.4133448124554209,9.72918701171875,16.71347073441479,8.927372932434082,4.229527473449707,1.2565835249691275,71.56175994873047,4.31808614730835,60.16291809082031,56.62596130371094
img1.jpg_0_18.jpg,1.361609216735387,12.51092529296875,19.222465858563325,8.921001434326172,4.336479663848877,1.248602671023395,71.80644226074219,4.301030158996582,61.47431945800781,57.0902099609375
img1.jpg_0_19.jpg,2.616485186298368,10.98162841796875,24.818169774122737,8.99796199798584,4.408492088317871,1.9657803944900454,71.25382232666016,4.715160369873047,66.51815032958984,48.8168830871582
img1.jpg_0_2.jpg,2.585894768325124,4.89764404296875,30.709938852604157,9.014991760253906,4.583620071411133,1.840419266707353,73.04297637939453,4.198109149932861,58.241455078125,56.828269958496094
img1.jpg_0_20.jpg,1.793415542476881,6.48406982421875,20.78210086387804,8.967089653015137,4.686800956726074,1.4507659493515581,75.42211151123047,4.207207202911377,64.5691909790039,65.08695220947266
img1.jpg_0_21.jpg,2.127512255198695,9.92401123046875,21.8028922397007,8.721324920654297,4.439372539520264,1.6924559624376805,77.1961898803711,4.137033462524414,66.8528060913086,67.64668273925781
img1.jpg_0_22.jpg,3.621326372080467,11.75067138671875,35.26934440883042,8.638336181640625,4.305169582366943,2.6374693756709227,69.23810577392578,4.672791481018066,66.99346160888672,52.07872009277344
img1.jpg_0_23.jpg,3.477070136358902,-1.07208251953125,27.50700496272141,8.907033920288086,4.50368070602417,2.4255839254322833,74.53263092041016,5.076692581176758,70.16746520996094,60.255130767822266
img1.jpg_0_24.jpg,2.6495606760228445,5.82440185546875,22.772148200260077,8.903512954711914,5.000611782073975,1.7822203341865157,77.75577545166016,4.615610599517822,66.97825622558594,68.67094421386719
img1.jpg_0_25.jpg,2.834723699536652,14.87615966796875,25.462843767639697,9.042608261108398,4.82362174987793,2.1707167792796853,74.28157806396484,5.17404317855835,66.93207550048828,62.79972839355469
img1.jpg_0_26.jpg,2.6152853408426497,19.17156982421875,28.546143147127786,8.629645347595215,4.716894149780273,2.591596201023658,75.43340301513672,5.181352138519287,70.7410888671875,64.31401062011719
img1.jpg_0_27.jpg,4.433065047083308,58.83319091796875,49.320811517562966,7.280960559844971,4.465565204620361,4.002811942168627,72.4255599975586,5.021273136138916,68.93680572509766,59.76786804199219
img1.jpg_0_28.jpg,2.514988194841393,10.68572998046875,25.062799260330955,8.858071327209473,4.512192726135254,2.441827781470886,73.4441909790039,5.840236663818359,72.15650177001953,59.49298095703125
img1.jpg_0_29.jpg,1.7349158627991172,12.13983154296875,17.69755441176085,8.901108741760254,4.753125190734863,1.3964600111850358,74.7414321899414,4.604677677154541,65.18689727783203,62.69428253173828
img1.jpg_0_3.jpg,3.5216741791839334,32.87371826171875,32.85913333821539,8.174615859985352,4.262314796447754,3.199713942009525,73.70767974853516,4.37298059463501,62.62157440185547,59.780799865722656
img1.jpg_0_4.jpg,3.1385467060913266,17.15643310546875,42.84447935692919,7.65815544128418,4.628213405609131,3.254737540141101,75.6761703491211,5.083037853240967,66.9868392944336,61.27797317504883
img1.jpg_0_5.jpg,3.4299507054439236,45.37225341796875,48.96476105259811,7.399833679199219,4.194864749908447,3.5768226038348265,71.95426940917969,4.291436672210693,71.92970275878906,61.84501647949219
img1.jpg_0_6.jpg,4.314551719695216,3.99334716796875,36.433233334239375,8.129830360412598,4.630000591278076,3.775404984831086,76.0446548461914,4.925292015075684,67.99388885498047,61.44915008544922
img1.jpg_0_7.jpg,3.7867986957931943,-0.78009033203125,36.22784996696607,8.672835350036621,4.888526439666748,2.774174123743836,74.27722930908203,5.346551895141602,69.87117004394531,60.917945861816406
img1.jpg_0_8.jpg,2.9468532303257833,39.44012451171875,38.85986844233038,7.286911964416504,4.402087211608887,3.4169068086069387,72.47522735595703,4.31407356262207,71.36205291748047,62.816856384277344
img1.jpg_0_9.jpg,2.3477701916722946,9.35467529296875,19.62205597734352,8.958985328674316,4.742591857910156,1.6700122574385023,75.48743438720703,4.886880874633789,69.42743682861328,64.71675872802734
img1.jpg_10_0.jpg,2.8776434815033802,16.51873779296875,35.95126011876955,7.234307289123535,4.721944808959961,3.4975993210070357,73.65772247314453,4.976846694946289,69.22798919677734,60.06178665161133
img1.jpg_10_1.jpg,2.4458509345136084,21.19207763671875,28.881395619964103,8.99043083190918,4.209733009338379,1.7628208442745759,73.03688049316406,3.8364369869232178,64.66805267333984,51.43878936767578
img1.jpg_10_10.jpg,1.9390395704470627,5.96990966796875,25.98325512992398,8.999495506286621,4.383306980133057,1.5472096032596805,73.3946304321289,4.080804824829102,58.43919372558594,53.97581100463867
img1.jpg_10_11.jpg,3.1775624885552505,6.63055419921875,30.117319335583122,7.697343349456787,4.742053985595703,3.3610135011232822,75.96552276611328,5.146790504455566,69.97706604003906,62.55944061279297
img1.jpg_10_12.jpg,2.8502630011543797,11.96209716796875,37.295270116325106,8.054976463317871,4.542774200439453,2.904301699407458,74.09288787841797,5.051189422607422,70.84146881103516,58.547096252441406
img1.jpg_10_13.jpg,1.9552965010912733,11.10467529296875,20.13038453623004,8.92928695678711,4.748416423797607,1.4534707173880501,76.25918579101562,4.818406581878662,69.93043518066406,66.00438690185547
img1.jpg_10_14.jpg,3.133298141671697,-0.02911376953125,27.785341934905887,8.830546379089355,4.762819766998291,2.404070538251406,75.4091567993164,5.2865753173828125,69.73916625976562,62.142234802246094
img1.jpg_10_15.jpg,3.050454565467231,15.64276123046875,29.75692474628159,7.666753768920898,4.750776290893555,2.998268065735145,74.51325225830078,5.276087760925293,69.02605438232422,62.99470138549805
img1.jpg_10_16.jpg,2.660852687666972,9.22039794921875,26.054293065439644,9.043940544128418,4.885983943939209,1.9513290214900356,71.09990692138672,5.170243740081787,70.7501449584961,60.911720275878906
img1.jpg_10_17.jpg,1.5329209580129064,11.91522216796875,19.535579113362473,8.941967010498047,4.382672309875488,1.3466940627026838,73.62397003173828,4.1704206466674805,62.708961486816406,57.08993911743164
img1.jpg_10_18.jpg,2.100245653673186,18.45135498046875,17.659373484854573,8.972675323486328,4.341585636138916,1.6229973585534923,73.36456298828125,4.53286600112915,63.818302154541016,59.9966926574707
img1.jpg_10_19.jpg,1.9399517710734282,15.61004638671875,19.16975262511472,8.948671340942383,4.626594543457031,1.5074289732901323,73.3834457397461,4.505893707275391,64.8308334350586,59.582115173339844
img1.jpg_10_2.jpg,1.7407397561488087,12.49237060546875,21.366540937908333,8.9390230178833,4.472849369049072,1.4120617514340243,74.6095199584961,4.207217216491699,61.66712951660156,57.59953308105469
